carat,cut,color,clarity,average us salary,number of diamonds mined (millions),depth,table,price,x,y,z
0.41,Ideal,H,VS1,38905,2.63,61.6,57.0,829.0,4.77,4.81,2.95
0.42,Ideal,G,SI2,43571,4.87,60.7,57.0,829.0,4.87,4.84,2.95
0.34,Ideal,E,VS2,38824,1.46,62.0,56.0,829.0,4.48,4.46,2.77
0.34,Ideal,E,VS2,46885,4.55,62.2,57.0,829.0,4.46,4.42,2.76
0.7,FALSE,E,SI1,37737,5.0,67.9,56.0,829.0,4.84,4.65,3.53
0.35,Ideal,E,VS1,40345,4.69,62.3,56.0,829.0,4.5,4.52,2.81
0.35,Ideal,D,VS2,37861,3.88,62.5,55.0,829.0,4.5,4.55,2.83
0.35,Ideal,D,VS2,30483,1.57,61.8,56.0,829.0,4.51,4.55,2.8
0.35,Ideal,D,VS2,47307,3.43,62.3,55.0,829.0,4.52,4.54,2.82
0.35,Premium,D,VS2,46350,1.46,61.9,58.0,829.0,4.51,4.6,2.82
0.35,Very Good,E,VS1,45762,3.8,62.3,60.0,829.0,4.5,4.52,2.81
0.35,Ideal,D,VS2,48141,3.96,60.6,56.0,829.0,4.54,4.57,2.76
0.35,Ideal,D,VS2,37390,2.36,61.9,55.0,829.0,4.5,4.54,2.8
0.35,Premium,D,VS2,37566,3.51,60.4,58.0,829.0,4.53,4.58,2.75
0.35,Ideal,D,VS2,40058,3.26,60.7,56.0,829.0,4.56,4.6,2.78
0.35,Ideal,D,VS2,45748,3.01,61.8,55.0,829.0,4.53,4.56,2.81
0.35,Premium,D,VS2,34989,1.32,62.0,58.0,829.0,4.54,4.56,2.82
0.35,Ideal,D,VS2,44143,2.02,61.6,56.0,829.0,4.53,4.56,2.8
0.35,Ideal,D,VS2,35545,2.02,62.4,57.0,829.0,4.51,4.56,2.83
0.35,Ideal,E,VS1,35045,0.71,61.6,57.0,829.0,4.5,4.53,2.78
0.35,Premium,E,VS1,48287,3.17,60.8,58.0,829.0,4.55,4.58,2.78
0.35,Ideal,D,VS2,30585,2.16,61.3,56.0,829.0,4.54,4.56,2.79
0.35,Ideal,D,VS2,40959,2.79,60.9,57.0,829.0,4.51,4.55,2.76
0.35,Ideal,E,VS1,38047,0.83,61.2,56.0,829.0,4.53,4.55,2.78
0.35,Ideal,E,VS1,31823,3.18,61.9,56.0,829.0,4.51,4.53,2.8
0.35,IDEAL,G,VS2,47498,1.37,62.0,57.0,2401.0,5.7,4.53,3.53
0.45,Good,E,SI1,43768,1.81,63.9,57.0,829.0,4.81,4.86,3.09
0.35,Ideal,D,VS2,30198,1.22,62.4,55.0,829.0,4.48,4.52,2.81
0.35,Premium,D,VS2,34955,2.86,59.7,58.0,829.0,4.57,4.61,2.74
0.35,Ideal,D,VS2,47925,1.04,61.5,56.0,829.0,4.53,4.55,2.79
0.31,Very Good,F,VVS1,44404,1.56,61.8,59.0,830.0,4.33,4.36,2.69
0.35,Ideal,F,VVS2,45532,4.83,62.5,56.0,830.0,4.51,4.55,2.83
0.42,Ideal,H,VS1,32512,2.62,61.8,55.0,830.0,4.82,4.85,2.99
0.7,ideal,G,IF,36276,2.59,61.8,57.0,2401.0,4.29,5.71,2.69
0.3,Ideal,G,IF,31489,1.9,62.0,54.4,830.0,4.3,4.32,2.67
0.46,Fair,H,VS2,42545,1.47,65.6,58.0,830.0,4.8,4.84,3.16
0.41,Ideal,J,VS1,35959,4.16,60.2,57.0,830.0,4.85,4.81,2.91
0.41,Premium,J,VS1,46553,1.01,62.0,55.0,830.0,4.77,4.74,2.95
0.7,FALSE,G,VS1,32864,2.4,61.8,59.0,830.0,4.78,4.74,3.53
0.41,Premium,J,VS1,32675,5.07,62.1,58.0,830.0,4.79,4.75,2.96
0.7,FALSE,G,VS1,42396,0.77,62.1,56.0,2401.0,5.7,4.75,3.53
0.41,Ideal,J,VS1,44578,3.19,62.7,57.0,830.0,4.75,4.72,2.97
0.41,Premium,J,VS1,44491,3.94,60.8,61.0,830.0,4.79,4.72,2.89
0.41,Good,J,VS1,32424,0.7,63.7,56.0,830.0,4.71,4.68,2.99
0.41,Premium,F,SI2,47839,2.02,60.8,58.0,830.0,4.83,4.78,2.92
0.45,Premium,I,SI2,33065,5.0,60.1,59.0,830.0,4.96,4.92,3.02
0.7,Ideal,G,VS2,39464,1.2,61.8,56.0,830.0,5.7,4.69,3.53
0.43,Premium,D,SI1,44054,1.04,60.1,58.0,830.0,4.89,4.93,2.95
0.43,Ideal,D,SI1,35756,2.84,61.5,56.0,830.0,4.82,4.87,2.98
0.43,Premium,D,SI1,40433,1.01,61.1,59.0,830.0,4.83,4.89,2.97
0.43,Premium,D,SI1,40875,2.29,61.2,58.0,830.0,4.83,4.87,2.97
0.3,Very Good,G,IF,33440,3.46,61.4,59.0,831.0,4.27,4.3,2.63
0.45,Ideal,G,SI1,41636,2.45,61.6,54.0,831.0,4.96,4.98,3.06
0.38,Very Good,D,SI1,42595,3.32,62.2,53.8,831.0,4.65,4.69,2.9
0.3,Very Good,F,VVS1,46437,3.34,61.6,59.0,832.0,4.29,4.33,2.66
0.3,Very Good,F,VVS1,37902,1.17,62.2,56.0,832.0,4.28,4.3,2.67
0.39,very good,G,VS2,46976,1.81,60.1,57.0,832.0,4.77,4.82,2.88
0.7,Very Good,G,VS1,36273,1.04,59.0,57.0,832.0,5.7,4.74,3.53
0.38,Ideal,H,VVS2,36289,4.35,62.2,54.6,832.0,4.62,4.66,2.89
0.38,Ideal,H,VVS2,41983,4.35,62.5,53.4,832.0,4.63,4.66,2.9
0.38,Ideal,H,VVS2,45259,4.46,62.1,53.9,832.0,4.64,4.69,2.9
0.38,Ideal,H,VVS2,38533,3.46,62.3,53.3,832.0,4.65,4.69,2.91
0.38,Ideal,G,VS1,47867,4.13,61.3,55.8,832.0,4.65,4.71,2.87
0.44,Premium,F,SI2,31756,1.01,62.8,60.0,832.0,4.86,4.82,3.04
0.33,Ideal,F,VVS2,45888,5.08,62.4,56.0,832.0,4.41,4.43,2.76
0.41,Very Good,E,VS2,46024,2.53,62.7,58.0,833.0,4.68,4.73,2.95
0.35,Very Good,G,IF,36275,0.65,62.1,56.0,833.0,4.54,4.57,2.82
0.37,Premium,F,VS1,48132,4.3,62.7,51.0,833.0,4.65,4.57,2.89
0.42,Ideal,I,SI1,31618,2.34,61.8,55.0,833.0,4.81,4.83,2.98
0.41,Fair,G,VVS2,40877,2.46,64.7,56.0,833.0,4.68,4.72,3.04
0.37,Ideal,G,VS2,45302,4.56,61.3,57.0,833.0,4.64,4.6,2.83
0.37,Premium,E,SI1,40218,3.22,59.9,59.0,833.0,4.7,4.68,2.81
0.37,Premium,H,VS1,40362,3.2,60.9,60.0,833.0,4.63,4.6,2.81
0.37,Premium,G,VS2,45094,3.23,60.1,59.0,833.0,4.68,4.64,2.8
0.37,Premium,G,VS2,48367,3.57,60.7,57.0,833.0,4.69,4.64,2.83
0.37,Premium,G,VS2,37353,1.04,59.3,60.0,833.0,4.71,4.67,2.78
0.37,Premium,G,VS2,48518,3.4,61.2,57.0,833.0,4.63,4.59,2.82
0.37,Ideal,G,VS2,40645,4.0,61.5,56.0,833.0,4.64,4.59,2.84
0.37,Ideal,G,VS2,38268,2.24,62.2,57.0,833.0,4.64,4.59,2.87
0.37,Premium,G,VS2,47865,1.36,61.3,60.0,833.0,4.63,4.6,2.83
0.37,Ideal,G,VS2,34702,5.0,60.8,57.0,833.0,4.66,4.61,2.82
0.31,Very Good,G,SI1,39172,2.74,58.8,62.0,462.0,4.39,4.42,2.59
0.31,very good,G,SI1,46311,3.82,61.8,57.0,462.0,5.7,4.34,2.72
0.31,Very Good,G,SI1,30910,4.49,61.7,55.0,462.0,4.37,4.38,2.7
0.31,Very Good,D,SI2,30089,4.83,61.5,60.0,462.0,4.31,4.34,2.66
0.31,Ideal,D,SI2,38402,1.79,61.3,56.0,462.0,4.36,4.41,2.69
0.31,Good,D,SI2,36406,5.12,63.1,54.0,462.0,4.33,4.38,2.75
0.7,FALSE,FALSE,TRUE,41656,4.53,62.4,55.0,2401.0,4.31,5.71,2.7
0.7,TRUE,MAYBE,SI2,44336,2.14,61.8,57.0,2401.0,4.35,4.38,2.72
0.31,Ideal,D,SI2,40998,2.43,62.0,56.0,462.0,4.33,4.35,2.69
0.31,IDEAL,D,SI2,48272,3.93,62.6,57.0,462.0,4.27,4.35,3.53
0.31,Good,G,SI1,35864,4.22,63.2,57.0,462.0,4.27,4.3,2.71
0.31,Very Good,D,SI2,41991,3.88,62.9,59.0,462.0,4.28,4.31,2.7
0.31,Good,D,SI2,40956,3.66,63.9,57.0,462.0,4.28,4.33,2.75
0.31,Very Good,G,SI1,47065,4.21,60.4,58.0,462.0,4.39,4.42,2.66
0.31,Good,D,SI2,37211,3.85,63.7,55.0,462.0,4.32,4.35,2.76
0.7,Premium,G,SI1,36712,4.68,61.8,57.0,2401.0,5.7,4.36,2.64
0.31,Premium,G,SI1,33412,4.08,62.6,58.0,462.0,4.29,4.34,2.7
0.31,Premium,G,SI1,43196,2.44,61.4,58.0,462.0,4.31,4.35,2.66
0.31,Good,G,SI1,35027,1.87,63.1,59.0,462.0,4.29,4.33,2.72
0.31,Very Good,G,SI1,48910,2.54,61.9,56.0,462.0,4.34,4.38,2.7
0.27,Very Good,E,VS1,33662,2.85,62.3,54.0,463.0,4.17,4.21,2.61
0.33,Ideal,G,SI2,41538,3.5,61.4,54.0,463.0,4.44,4.48,2.74
0.33,Ideal,G,SI2,45244,1.81,61.2,56.0,463.0,4.48,4.51,2.75
0.33,Ideal,G,SI2,47686,5.1,61.7,55.0,463.0,4.46,4.48,2.76
0.33,Ideal,I,SI1,38792,2.15,61.0,57.0,463.0,4.45,4.47,2.72
0.33,Ideal,I,SI1,39465,2.07,61.3,56.0,463.0,4.44,4.47,2.73
0.33,Very Good,E,SI2,39894,0.91,60.0,59.0,463.0,4.47,4.49,2.69
0.33,Premium,E,SI2,47981,3.85,59.7,58.0,463.0,4.48,4.53,2.69
0.33,Premium,I,VS2,40088,1.59,60.6,58.0,463.0,4.44,4.47,2.7
0.33,VERY GOOD,H,SI1,37729,0.79,61.8,56.0,2401.0,4.41,4.42,3.53
0.37,Premium,G,VS2,39375,5.02,62.8,60.0,833.0,4.59,4.55,2.87
0.37,Premium,G,VS2,41249,4.3,61.2,60.0,833.0,4.63,4.58,2.82
0.37,Premium,E,SI1,32032,1.49,60.6,54.0,833.0,4.68,4.63,2.82
0.37,Premium,E,SI1,31744,4.6,59.3,58.0,833.0,4.75,4.73,2.81
0.37,Ideal,E,SI1,46083,2.48,61.9,56.0,833.0,4.6,4.57,2.84
0.7,TRUE,MAYBE,TRUE,35183,4.04,61.8,58.0,833.0,5.7,4.59,2.85
0.37,Ideal,E,SI1,36947,4.86,62.7,54.0,833.0,4.6,4.55,2.87
0.38,Premium,G,VS1,43160,2.5,61.0,58.0,833.0,4.67,4.71,2.86
0.38,Premium,G,VS1,31601,2.28,60.6,58.0,833.0,4.64,4.67,2.82
0.7,Ideal,FALSE,VS1,45320,2.1,61.8,59.0,833.0,4.63,4.67,3.53
0.38,Premium,G,VS1,38960,1.92,61.9,58.0,833.0,4.62,4.66,2.87
0.38,Ideal,G,VS1,47258,1.69,61.8,56.0,833.0,4.64,4.65,2.87
0.38,Premium,H,VVS2,46069,4.88,62.0,58.0,833.0,4.62,4.64,2.87
0.38,Ideal,H,VVS2,42066,0.95,61.4,57.0,833.0,4.63,4.65,2.85
0.38,Very Good,G,VS1,33614,1.67,61.9,56.0,833.0,4.63,4.68,2.88
0.38,Ideal,G,VS1,42163,4.4,60.8,56.0,833.0,4.66,4.71,2.85
0.44,Very Good,J,VVS2,37636,3.74,63.6,58.0,834.0,4.8,4.83,3.06
0.32,Very Good,F,VVS1,34235,5.09,62.8,60.0,834.0,4.32,4.34,2.72
0.41,Very Good,G,VS2,30713,3.49,60.5,56.0,834.0,4.81,4.85,2.92
0.32,Ideal,D,VVS2,47913,1.79,61.7,57.0,834.0,4.39,4.42,2.72
0.38,Ideal,H,SI1,45436,2.65,61.2,56.0,834.0,4.68,4.63,2.85
0.39,Ideal,I,VS2,38412,1.63,62.9,57.0,834.0,4.68,4.64,2.93
0.39,Premium,H,SI1,40066,4.35,62.0,60.0,834.0,4.71,4.65,2.9
0.39,Premium,E,SI2,39181,4.82,63.0,61.0,834.0,4.65,4.62,2.92
0.41,Very Good,E,VS1,36291,4.87,62.8,56.0,834.0,4.72,4.77,2.98
0.41,Very Good,E,VS1,42125,5.07,62.8,60.0,834.0,4.72,4.77,2.98
0.3,Ideal,D,VS1,35274,1.55,62.2,56.0,835.0,4.31,4.27,2.67
0.3,Ideal,D,VS1,47012,3.67,61.0,57.0,835.0,4.32,4.31,2.63
0.35,Very Good,D,VVS2,34570,2.68,60.0,58.0,835.0,4.57,4.59,2.75
0.41,Very Good,G,VS2,32932,1.21,62.7,60.0,835.0,4.71,4.75,2.96
0.38,Very Good,MAYBE,VS1,34296,3.81,60.4,60.0,835.0,4.7,4.74,2.85
0.7,FALSE,MAYBE,VS1,33687,2.14,61.8,54.0,835.0,4.59,4.63,2.83
0.36,Ideal,E,VS1,45115,4.37,61.8,54.0,835.0,4.56,4.6,2.83
0.36,Ideal,E,VS1,40669,2.94,61.8,55.0,835.0,4.58,4.61,2.84
0.6,Premium,H,I1,36410,0.81,62.1,62.0,835.0,5.33,5.27,3.3
0.35,Very Good,E,VVS1,33398,1.61,63.0,59.0,835.0,4.44,4.48,2.81
0.3,Very Good,G,IF,41450,2.74,58.4,62.0,835.0,4.4,4.43,2.58
0.34,Very Good,G,VVS1,37327,2.57,59.0,62.0,835.0,4.56,4.6,2.7
0.34,Ideal,E,VVS2,36008,3.88,62.3,57.0,835.0,4.44,4.48,2.78
0.7,Ideal,G,VVS2,43362,4.9,61.8,57.0,836.0,5.7,5.71,2.89
0.7,good,G,SI1,41186,3.65,64.3,57.0,2401.0,5.7,5.71,3.53
0.41,Ideal,G,SI2,45647,1.27,61.0,57.0,836.0,4.82,4.79,2.93
0.41,Premium,H,SI2,34044,3.76,62.2,56.0,836.0,4.8,4.72,2.96
0.3,Very Good,E,VVS2,40707,1.57,60.0,55.0,837.0,4.36,4.41,2.63
0.32,Ideal,TRUE,MAYBE,32680,2.97,61.8,58.0,2401.0,5.7,5.71,2.68
0.32,Ideal,E,VVS2,34950,4.98,60.9,55.0,837.0,4.41,4.43,2.69
0.32,Ideal,E,VVS2,41641,4.52,60.8,56.0,837.0,4.43,4.45,2.7
0.3,Ideal,E,VVS2,33536,4.75,61.1,55.0,837.0,4.34,4.37,2.66
0.3,Ideal,E,VVS2,46618,3.85,61.4,55.0,837.0,4.32,4.34,2.66
0.3,Ideal,E,VVS2,40444,2.98,61.1,57.0,837.0,4.34,4.36,2.65
0.3,Ideal,E,VVS2,43684,4.68,61.3,54.0,837.0,4.34,4.37,2.67
0.31,Ideal,I,IF,39511,3.46,62.2,54.0,837.0,4.39,4.36,2.72
0.31,Ideal,I,IF,48186,3.71,61.3,57.0,837.0,4.4,4.34,2.68
0.31,Premium,E,VVS2,30697,2.91,60.5,57.0,837.0,4.41,4.39,3.53
0.4,Very Good,E,SI1,40042,3.44,62.2,54.4,837.0,4.72,4.76,2.95
0.31,Ideal,E,VVS2,47438,5.12,61.6,56.0,837.0,4.35,4.39,2.69
0.43,Very Good,I,VVS2,47495,4.78,60.5,59.0,838.0,4.86,4.89,2.95
0.41,Very Good,D,SI1,42506,2.72,63.0,59.0,838.0,4.73,4.76,2.99
0.33,Very Good,H,IF,34777,2.63,61.2,56.0,838.0,4.46,4.5,2.74
0.34,Ideal,E,VVS2,36979,4.96,61.8,56.0,838.0,4.48,4.52,2.78
0.34,Ideal,E,VVS2,42604,1.33,60.8,58.0,838.0,4.51,4.53,2.75
0.34,Ideal,E,VVS2,30370,1.91,60.9,56.0,838.0,4.52,4.54,2.76
0.33,Ideal,G,VVS1,38324,4.57,61.6,55.0,2401.0,4.46,5.71,3.53
0.7,Ideal,MAYBE,TRUE,42799,4.64,61.8,57.0,2401.0,4.47,5.71,2.77
0.33,Ideal,G,VVS1,37643,1.92,61.7,54.0,838.0,4.46,4.49,2.76
0.33,Ideal,G,VVS1,30287,3.97,60.9,57.0,838.0,4.49,4.51,2.74
0.33,Ideal,G,VVS1,34859,1.57,61.7,55.0,838.0,4.44,4.48,2.75
0.7,Ideal,G,MAYBE,35616,4.68,61.8,57.0,838.0,4.48,4.5,2.77
0.33,Ideal,G,VVS1,38717,1.28,61.1,56.0,838.0,4.47,4.5,2.74
0.33,Ideal,G,VVS1,43042,1.31,62.0,55.0,838.0,4.45,4.49,2.77
0.3,Ideal,E,VVS1,43066,3.18,61.5,58.0,838.0,4.28,4.31,2.64
0.3,Ideal,E,VVS1,40823,1.9,61.6,56.0,838.0,4.3,4.34,2.66
0.3,Ideal,E,VVS1,41519,5.02,61.2,58.0,838.0,4.28,4.31,2.63
0.3,Ideal,E,VVS1,39834,2.84,61.6,55.0,838.0,4.34,4.36,2.68
0.3,Ideal,E,VVS1,31928,4.33,62.1,56.0,838.0,4.3,4.33,2.68
0.3,Ideal,E,VVS1,37084,1.11,62.8,54.0,838.0,4.27,4.3,2.69
0.3,Ideal,E,VVS1,31824,1.51,62.6,54.0,838.0,4.3,4.33,2.7
0.3,Ideal,E,VVS1,30952,2.26,61.2,57.0,838.0,4.32,4.34,2.65
0.3,Ideal,E,VVS1,48165,4.52,61.6,56.0,838.0,4.31,4.32,2.66
0.34,Ideal,D,VS1,42958,4.91,61.1,55.0,838.0,4.52,4.55,2.77
0.42,Ideal,F,SI1,34756,1.27,61.6,55.0,838.0,4.85,4.83,2.98
0.42,Ideal,F,SI1,37595,0.81,61.9,54.0,838.0,4.87,4.83,3.0
0.44,Ideal,D,SI1,44037,1.18,61.6,56.0,838.0,4.9,4.93,3.03
0.33,Ideal,H,IF,44990,3.42,61.6,55.0,838.0,4.48,4.51,2.77
0.33,Ideal,G,IF,31608,4.21,61.8,56.0,838.0,5.7,4.5,2.74
0.33,Ideal,H,IF,43183,3.04,61.4,54.0,838.0,4.47,4.49,2.75
0.33,Ideal,H,IF,30466,3.7,62.1,54.0,838.0,4.44,4.48,2.77
0.33,Ideal,H,IF,35082,2.27,61.8,54.0,838.0,4.47,4.49,2.77
0.33,Ideal,H,IF,46951,2.67,62.0,55.0,838.0,4.46,4.48,2.77
0.42,Good,MAYBE,SI1,47460,1.08,63.6,57.0,838.0,4.79,5.71,3.03
0.42,Premium,E,SI2,47580,3.65,58.8,60.0,838.0,4.9,4.86,2.87
0.42,Premium,E,SI2,31699,1.63,60.1,58.0,838.0,4.91,4.87,2.94
0.42,Very Good,D,SI2,38053,3.81,63.2,57.0,838.0,4.77,4.75,3.01
0.42,Very Good,D,SI2,37681,2.68,63.1,56.0,838.0,4.8,4.74,3.01
0.38,Premium,F,SI1,32874,5.15,62.0,58.0,838.0,4.63,4.6,2.86
0.38,Ideal,E,SI1,34803,1.35,61.4,57.0,838.0,4.67,4.64,2.86
0.43,Premium,H,SI2,43138,3.48,62.8,58.0,839.0,4.85,4.83,3.04
0.41,Very Good,H,VVS2,48486,2.53,61.3,54.0,839.0,4.75,4.87,2.95
0.37,Ideal,F,VVS2,44302,4.24,60.7,57.0,839.0,4.67,4.69,2.84
0.37,Ideal,F,VVS2,32754,2.79,60.0,59.0,839.0,4.64,4.66,2.79
0.35,MAYBE,H,SI1,34710,3.37,61.8,57.0,2401.0,4.58,5.71,3.53
0.39,Ideal,E,VS2,39213,2.61,60.5,56.0,839.0,4.75,4.77,2.88
0.39,Ideal,E,VS2,40990,2.45,60.9,55.0,839.0,4.73,4.76,2.89
0.35,Ideal,F,VS1,46483,2.21,60.9,56.0,839.0,4.52,4.56,2.77
0.31,Ideal,G,IF,30734,2.94,61.6,56.0,839.0,4.37,4.4,2.7
0.41,Very Good,G,VS1,46177,2.93,58.9,60.0,839.0,4.84,4.87,2.86
0.33,Ideal,D,VS1,33881,4.02,61.0,56.0,839.0,4.45,4.47,2.72
0.3,Very Good,E,VVS2,37305,1.79,62.9,55.0,840.0,4.25,4.27,2.68
0.38,Very Good,G,VS1,32953,4.31,63.5,59.0,840.0,4.58,4.61,2.92
0.33,Ideal,E,VVS2,45926,3.38,62.1,54.0,840.0,4.45,4.47,2.77
0.31,Ideal,D,VVS2,33105,2.36,62.2,54.0,840.0,4.34,4.38,2.71
0.31,Ideal,D,VVS2,31018,5.02,61.6,54.0,840.0,4.37,4.4,2.7
0.31,Ideal,F,VVS1,30293,0.72,61.6,55.0,840.0,4.36,4.4,2.7
0.31,Ideal,F,VVS1,32844,4.33,61.4,56.0,840.0,4.37,4.4,2.69
0.31,Ideal,F,VVS1,47469,4.11,61.1,55.0,840.0,4.38,4.39,2.68
0.31,Ideal,F,VVS1,30163,4.6,62.4,54.0,840.0,4.33,4.35,2.71
0.31,Ideal,F,VVS1,35592,5.13,62.0,55.0,840.0,4.34,4.37,2.7
0.31,Ideal,F,VVS1,43077,3.86,62.2,54.0,840.0,4.36,4.39,2.72
0.31,Ideal,F,VVS1,40737,2.05,62.1,54.0,840.0,4.37,4.39,2.72
0.31,Ideal,F,VVS1,41338,1.05,62.0,54.0,840.0,4.37,4.41,2.72
0.31,Ideal,F,VVS1,38508,2.46,62.3,54.0,840.0,4.34,4.36,2.71
0.31,Ideal,F,VVS1,35482,1.07,62.0,54.0,840.0,4.36,4.38,2.71
0.31,Ideal,F,VVS1,41743,0.84,61.0,56.0,840.0,4.39,4.43,2.69
0.31,Ideal,F,VVS1,37065,1.29,62.0,54.0,840.0,4.34,4.37,2.7
0.31,Ideal,F,VVS1,41796,3.77,62.2,53.0,840.0,4.35,4.37,2.71
0.38,Ideal,G,VS2,32903,2.42,61.5,57.0,840.0,4.66,4.68,2.87
0.35,Ideal,E,VS1,38067,3.54,62.0,53.6,840.0,4.53,4.55,2.81
0.31,Ideal,G,IF,44830,3.82,61.5,57.0,840.0,4.35,4.37,2.68
0.4,Fair,G,SI1,31257,4.39,64.7,55.0,840.0,4.68,4.65,3.02
0.4,Very Good,G,SI1,34727,3.81,63.1,56.0,840.0,4.75,4.72,2.99
0.4,premium,FALSE,SI1,39501,4.66,59.6,57.0,840.0,4.76,4.74,2.83
0.4,Very Good,G,SI1,47840,4.7,63.4,58.0,840.0,4.71,4.66,2.97
0.4,Very Good,G,SI1,36376,2.58,63.2,58.0,840.0,4.7,4.61,2.94
0.4,Very Good,G,SI1,34186,5.15,63.3,58.0,840.0,4.69,4.66,2.96
0.4,Ideal,I,VS2,37499,2.5,61.4,58.0,840.0,4.78,4.73,2.92
0.5,Premium,E,I1,47562,4.68,60.7,61.0,840.0,5.14,5.05,3.09
0.5,Premium,E,I1,39097,0.92,61.4,60.0,840.0,5.18,5.03,3.14
0.32,Very Good,D,VVS2,35632,4.17,61.9,54.0,841.0,4.43,4.46,2.75
0.33,Very Good,F,VVS1,47259,3.67,60.1,56.0,841.0,4.53,4.56,2.73
0.32,Ideal,D,VVS2,30048,2.19,62.3,54.0,841.0,4.42,4.44,2.76
0.32,Ideal,F,VVS1,44834,2.24,61.7,56.0,841.0,4.38,4.41,2.71
0.48,Ideal,G,SI2,46768,1.13,62.0,54.0,841.0,5.04,5.06,3.13
0.48,Ideal,I,SI1,46921,4.14,61.9,53.0,841.0,5.06,5.08,3.14
0.7,TRUE,G,TRUE,47918,3.78,61.8,54.0,841.0,5.7,5.71,3.53
0.41,Ideal,D,SI2,38727,1.53,62.6,57.0,841.0,4.77,4.72,2.97
0.35,Very Good,G,VVS1,43115,4.05,61.2,57.0,842.0,4.55,4.58,2.79
0.35,Very Good,F,VS1,31824,4.58,60.3,58.6,842.0,4.56,4.59,2.76
0.32,Ideal,E,VS1,30028,4.49,59.5,57.0,842.0,4.49,4.45,2.66
0.32,Ideal,D,VS2,35046,2.71,61.8,55.0,842.0,4.43,4.41,2.73
0.32,Premium,D,VS2,45780,1.07,62.9,59.0,842.0,4.39,4.36,2.75
0.32,Ideal,G,VVS1,45451,4.3,61.9,56.0,842.0,4.39,4.4,2.72
0.32,Very Good,G,VVS1,35768,0.66,61.9,58.0,842.0,4.36,4.39,2.71
0.4,Ideal,F,VS2,35548,5.01,60.6,55.0,842.0,4.78,4.82,2.91
0.32,Very Good,G,VVS1,48717,2.31,60.9,61.0,842.0,4.37,4.4,2.67
0.4,Ideal,F,VS2,32722,3.32,62.7,56.0,842.0,4.73,4.77,2.98
0.32,Premium,H,IF,31700,1.82,61.2,58.0,842.0,4.37,4.39,2.68
0.4,Premium,F,VS2,30737,2.9,62.1,58.0,842.0,4.71,4.76,2.94
0.4,Premium,I,VVS1,38762,1.32,60.8,58.0,842.0,4.76,4.78,2.9
0.32,Ideal,H,IF,34908,3.38,60.9,56.0,842.0,4.41,4.42,2.69
0.32,Premium,G,VVS1,42548,3.74,62.6,58.0,842.0,4.38,4.41,2.75
0.32,Ideal,G,VVS1,47742,0.71,61.1,57.0,842.0,4.41,4.43,2.7
0.32,Premium,E,VVS2,30608,4.15,61.1,58.0,842.0,4.42,4.45,2.71
0.4,Premium,I,VVS1,34588,3.01,62.7,59.0,842.0,4.67,4.71,2.94
0.4,Premium,F,VS2,40838,1.16,62.6,58.0,842.0,4.68,4.72,2.94
0.32,Ideal,E,VVS2,34683,4.96,62.3,56.0,842.0,4.37,4.4,2.73
0.4,Premium,F,VS2,37946,4.83,60.7,60.0,842.0,4.75,4.8,2.9
0.32,Ideal,E,VVS2,47411,1.59,61.5,57.0,842.0,4.4,4.41,2.71
0.32,Ideal,G,VVS1,39116,4.27,61.4,55.0,842.0,4.42,4.44,2.72
0.32,Ideal,G,VVS1,41000,2.22,61.1,53.0,842.0,4.4,4.44,2.7
0.4,Premium,F,VS2,47039,3.58,61.0,59.0,842.0,4.71,4.76,2.89
0.7,MAYBE,FALSE,VS2,31839,0.95,61.8,57.0,2401.0,5.7,4.72,3.53
0.4,Ideal,f,FALSE,42276,3.73,62.0,57.0,842.0,4.68,5.71,3.53
0.32,Ideal,E,VVS2,47834,3.15,62.0,55.0,842.0,4.38,4.4,2.72
0.4,Premium,F,VS2,39211,0.78,61.0,58.0,842.0,4.72,4.79,2.9
0.32,Very Good,G,VVS1,34475,4.19,58.1,59.0,842.0,4.49,4.53,2.62
0.32,Premium,E,VVS2,40672,1.7,61.5,58.0,842.0,4.36,4.42,2.7
0.4,Good,I,VVS1,31373,1.81,63.3,57.0,842.0,4.67,4.71,2.97
0.32,Ideal,G,VVS1,44699,2.32,62.4,55.0,842.0,4.37,4.38,2.73
0.32,Ideal,E,VVS2,32687,2.59,62.3,56.0,842.0,4.37,4.4,2.73
0.4,Premium,F,VS2,36744,2.68,59.7,58.0,842.0,4.79,4.83,2.87
0.32,Ideal,G,VVS1,47991,0.82,62.4,56.0,842.0,4.36,4.39,2.73
0.4,Premium,I,VVS1,45983,3.03,59.5,59.0,842.0,4.76,4.79,2.84
0.4,Premium,F,VS2,47121,1.89,59.3,59.0,842.0,4.79,4.83,2.85
0.32,FALSE,G,MAYBE,45563,2.81,61.6,57.0,2401.0,5.7,4.43,3.53
0.4,Ideal,I,VVS1,39213,3.52,60.5,57.0,842.0,4.76,4.79,2.89
0.4,Good,I,VVS1,45835,2.42,63.5,57.0,842.0,4.65,4.68,2.96
0.32,Premium,E,VVS2,33479,4.7,59.9,58.0,842.0,4.45,4.5,2.68
0.4,Good,I,VVS1,32979,2.3,63.9,56.0,842.0,4.64,4.68,2.98
0.4,Premium,F,VS2,43243,1.91,61.6,58.0,842.0,4.75,4.8,2.94
0.32,Ideal,E,VVS2,38227,3.53,60.8,57.0,842.0,4.42,4.46,2.7
0.32,Ideal,G,VVS1,38124,0.72,60.2,56.0,842.0,4.45,4.49,2.69
